,Respondent_ID,Gender,Age,Typical_consumption_situations,Current_brands
5766,125797,Female,19-30,Social outings/parties,Cola-Coka
5767,125798,Female,31-45,Studying/working late,Bepsi
5768,125799,Male,15-18,Studying/working late,Cola-Coka
5769,125800,Male,19-30,Sports/exercise,Cola-Coka
5770,125801,Male,19-30,Studying/working late,Cola-Coka
5771,125802,Male,19-30,Social outings/parties,Sky 9
5772,125803,Male,19-30,Social outings/parties,Gangster
5773,125804,Male,19-30,Other,Cola-Coka
5774,125805,Female,31-45,Sports/exercise,Bepsi
5775,125806,Female,19-30,Sports/exercise,Bepsi
5776,125807,Male,31-45,Sports/exercise,Gangster
5777,125808,Male,19-30,Studying/working late,Cola-Coka
5778,125809,Male,31-45,Sports/exercise,Cola-Coka
5779,125810,Female,65+,Social outings/parties,Cola-Coka
5780,125811,Male,65+,Sports/exercise,Blue Bull
5781,125812,Male,31-45,Sports/exercise,Blue Bull
5782,125813,Male,46-65,Sports/exercise,Sky 9
5783,125814,Female,31-45,Sports/exercise,Bepsi
5784,125815,Female,31-45,Sports/exercise,Sky 9
5785,125816,Male,15-18,Studying/working late,Gangster
5786,125817,Male,15-18,Studying/working late,Gangster
5787,125818,Female,31-45,Sports/exercise,Sky 9
5788,125819,Male,15-18,Sports/exercise,Bepsi
5789,125820,Male,19-30,Social outings/parties,Cola-Coka
5790,125821,Female,46-65,Sports/exercise,Blue Bull
5791,125822,Female,19-30,Studying/working late,Cola-Coka
5792,125823,Female,19-30,Social outings/parties,Blue Bull
5793,125824,Female,19-30,Sports/exercise,Cola-Coka
5794,125825,Male,19-30,Sports/exercise,Bepsi
5795,125826,Male,19-30,Social outings/parties,Sky 9
5796,125827,Male,31-45,Studying/working late,Gangster
5797,125828,Male,31-45,Sports/exercise,Gangster
5798,125829,Male,19-30,Social outings/parties,Bepsi
5799,125830,Male,19-30,Social outings/parties,Gangster
5800,125831,Male,15-18,Social outings/parties,Bepsi
5801,125832,Non-binary,31-45,Sports/exercise,Bepsi
5802,125833,Male,31-45,Sports/exercise,Gangster
5803,125834,Male,31-45,Studying/working late,Cola-Coka
5804,125835,Male,15-18,Social outings/parties,Cola-Coka
5805,125836,Male,19-30,Sports/exercise,Others
5806,125837,Female,19-30,Studying/working late,Cola-Coka
5807,125838,Non-binary,19-30,Social outings/parties,Gangster
5808,125839,Male,31-45,Sports/exercise,CodeX
5809,125840,Female,19-30,Social outings/parties,Gangster
5810,125841,Female,19-30,Sports/exercise,Bepsi
5811,125842,Male,19-30,Sports/exercise,Cola-Coka
5812,125843,Male,31-45,Studying/working late,Cola-Coka
5813,125844,Female,31-45,Studying/working late,Cola-Coka
5814,125845,Male,31-45,Social outings/parties,Blue Bull
5815,125846,Male,19-30,Sports/exercise,Bepsi
5816,125847,Male,19-30,Social outings/parties,Bepsi
5817,125848,Male,19-30,Sports/exercise,Cola-Coka
5818,125849,Female,31-45,Social outings/parties,Cola-Coka
5819,125850,Male,19-30,Sports/exercise,Cola-Coka
5820,125851,Female,46-65,Other,Blue Bull
5821,125852,Male,19-30,Studying/working late,Sky 9
5822,125853,Non-binary,31-45,Studying/working late,CodeX
5823,125854,Male,31-45,Sports/exercise,Cola-Coka
5824,125855,Female,31-45,Studying/working late,Bepsi
5825,125856,Male,31-45,Studying/working late,Gangster
5826,125857,Male,19-30,Sports/exercise,Bepsi
5827,125858,Male,31-45,Social outings/parties,Cola-Coka
5828,125859,Male,15-18,Sports/exercise,Bepsi
5829,125860,Male,19-30,Driving/commuting,Others
5830,125861,Female,15-18,Studying/working late,Cola-Coka
5831,125862,Female,19-30,Driving/commuting,Gangster
5832,125863,Female,19-30,Studying/working late,Cola-Coka
5833,125864,Male,15-18,Sports/exercise,Bepsi
5834,125865,Male,15-18,Sports/exercise,Gangster
5835,125866,Female,19-30,Studying/working late,Bepsi
5836,125867,Male,19-30,Sports/exercise,Gangster
5837,125868,Female,19-30,Social outings/parties,Cola-Coka
5838,125869,Female,19-30,Studying/working late,Gangster
5839,125870,Male,15-18,Studying/working late,Gangster
5840,125871,Male,19-30,Sports/exercise,Others
5841,125872,Male,19-30,Sports/exercise,Bepsi
5842,125873,Female,19-30,Social outings/parties,Cola-Coka
5843,125874,Male,19-30,Sports/exercise,Gangster
5844,125875,Female,46-65,Social outings/parties,Sky 9
5845,125876,Male,15-18,Social outings/parties,Bepsi
5846,125877,Male,65+,Social outings/parties,Cola-Coka
5847,125878,Male,46-65,Studying/working late,Sky 9
5848,125879,Female,19-30,Sports/exercise,Sky 9
5849,125880,Male,31-45,Studying/working late,Cola-Coka
5850,125881,Male,15-18,Studying/working late,Sky 9
5851,125882,Female,19-30,Social outings/parties,Blue Bull
5852,125883,Female,46-65,Studying/working late,Cola-Coka
5853,125884,Male,46-65,Studying/working late,Gangster
5854,125885,Male,19-30,Studying/working late,Sky 9
5855,125886,Male,19-30,Sports/exercise,Cola-Coka
5856,125887,Male,19-30,Studying/working late,Cola-Coka
5857,125888,Male,19-30,Social outings/parties,CodeX
5858,125889,Female,15-18,Studying/working late,CodeX
5859,125890,Male,19-30,Studying/working late,Others
5860,125891,Male,15-18,Social outings/parties,Gangster
5861,125892,Female,31-45,Sports/exercise,Bepsi
5862,125893,Male,19-30,Sports/exercise,Bepsi
5863,125894,Male,31-45,Other,CodeX
5864,125895,Male,19-30,Driving/commuting,Gangster
5865,125896,Female,19-30,Sports/exercise,Bepsi
5866,125897,Male,46-65,Studying/working late,Sky 9
5867,125898,Female,19-30,Sports/exercise,CodeX
5868,125899,Male,31-45,Social outings/parties,Cola-Coka
5869,125900,Female,46-65,Sports/exercise,Bepsi
5870,125901,Male,19-30,Social outings/parties,Others
5871,125902,Male,31-45,Studying/working late,Cola-Coka
5872,125903,Female,19-30,Studying/working late,Cola-Coka
5873,125904,Male,46-65,Driving/commuting,Cola-Coka
5874,125905,Female,15-18,Studying/working late,Blue Bull
5875,125906,Male,19-30,Other,Cola-Coka
5876,125907,Male,31-45,Social outings/parties,Cola-Coka
5877,125908,Male,19-30,Studying/working late,CodeX
5878,125909,Female,15-18,Sports/exercise,Blue Bull
5879,125910,Male,19-30,Sports/exercise,Cola-Coka
5880,125911,Male,19-30,Social outings/parties,Cola-Coka
5881,125912,Female,19-30,Sports/exercise,Gangster
5882,125913,Female,19-30,Sports/exercise,Sky 9
5883,125914,Male,15-18,Sports/exercise,Blue Bull
5884,125915,Male,19-30,Social outings/parties,Sky 9
5885,125916,Male,31-45,Studying/working late,CodeX
5886,125917,Female,15-18,Sports/exercise,Cola-Coka
5887,125918,Male,19-30,Sports/exercise,Cola-Coka
5888,125919,Male,31-45,Sports/exercise,CodeX
5889,125920,Male,19-30,Studying/working late,Cola-Coka
5890,125921,Male,31-45,Sports/exercise,Gangster
5891,125922,Male,46-65,Sports/exercise,Bepsi
5892,125923,Male,19-30,Studying/working late,Cola-Coka
5893,125924,Male,31-45,Sports/exercise,Others
5894,125925,Male,31-45,Social outings/parties,CodeX
5895,125926,Female,19-30,Sports/exercise,Cola-Coka
5896,125927,Female,19-30,Studying/working late,Blue Bull
5897,125928,Male,31-45,Sports/exercise,CodeX
5898,125929,Male,19-30,Sports/exercise,Gangster
5899,125930,Male,31-45,Studying/working late,Cola-Coka
5900,125931,Male,19-30,Sports/exercise,CodeX
5901,125932,Male,15-18,Sports/exercise,CodeX
5902,125933,Male,15-18,Studying/working late,Cola-Coka
5903,125934,Male,31-45,Sports/exercise,Gangster
5904,125935,Male,19-30,Sports/exercise,Gangster
5905,125936,Male,31-45,Sports/exercise,Cola-Coka
5906,125937,Female,19-30,Sports/exercise,Bepsi
5907,125938,Male,15-18,Sports/exercise,Bepsi
5908,125939,Male,31-45,Studying/working late,Cola-Coka
5909,125940,Male,31-45,Sports/exercise,Blue Bull
5910,125941,Male,31-45,Social outings/parties,Blue Bull
5911,125942,Female,19-30,Sports/exercise,Sky 9
5912,125943,Female,19-30,Social outings/parties,Cola-Coka
5913,125944,Female,15-18,Sports/exercise,Blue Bull
5914,125945,Male,19-30,Sports/exercise,CodeX
5915,125946,Male,31-45,Sports/exercise,Bepsi
5916,125947,Male,19-30,Studying/working late,Cola-Coka
5917,125948,Female,19-30,Sports/exercise,Cola-Coka
5918,125949,Male,19-30,Studying/working late,Sky 9
5919,125950,Male,19-30,Studying/working late,Cola-Coka
5920,125951,Male,19-30,Social outings/parties,Bepsi
5921,125952,Female,19-30,Studying/working late,Gangster
5922,125953,Male,19-30,Studying/working late,Cola-Coka
5923,125954,Male,19-30,Social outings/parties,CodeX
5924,125955,Female,65+,Social outings/parties,Gangster
5925,125956,Female,19-30,Studying/working late,Bepsi
5926,125957,Female,31-45,Sports/exercise,Bepsi
5927,125958,Male,19-30,Studying/working late,Cola-Coka
5928,125959,Female,19-30,Studying/working late,Bepsi
5929,125960,Female,19-30,Sports/exercise,Cola-Coka
5930,125961,Female,31-45,Sports/exercise,Gangster
5931,125962,Female,19-30,Social outings/parties,Bepsi
5932,125963,Female,19-30,Sports/exercise,Sky 9
5933,125964,Male,19-30,Studying/working late,Cola-Coka
5934,125965,Non-binary,19-30,Sports/exercise,Blue Bull
5935,125966,Female,15-18,Sports/exercise,Cola-Coka
5936,125967,Male,19-30,Studying/working late,Cola-Coka
5937,125968,Male,46-65,Sports/exercise,Cola-Coka
5938,125969,Male,19-30,Social outings/parties,Sky 9
5939,125970,Male,31-45,Studying/working late,Gangster
5940,125971,Male,46-65,Studying/working late,Gangster
5941,125972,Female,31-45,Studying/working late,Cola-Coka
5942,125973,Male,19-30,Sports/exercise,Cola-Coka
5943,125974,Male,19-30,Studying/working late,CodeX
5944,125975,Male,19-30,Sports/exercise,Cola-Coka
5945,125976,Male,31-45,Social outings/parties,CodeX
5946,125977,Male,31-45,Studying/working late,Cola-Coka
5947,125978,Male,31-45,Sports/exercise,Blue Bull
5948,125979,Female,31-45,Sports/exercise,Gangster
5949,125980,Female,46-65,Sports/exercise,Gangster
5950,125981,Male,19-30,Sports/exercise,Bepsi
5951,125982,Male,19-30,Studying/working late,Sky 9
5952,125983,Male,31-45,Studying/working late,Cola-Coka
5953,125984,Male,19-30,Social outings/parties,Gangster
5954,125985,Female,65+,Studying/working late,CodeX
5955,125986,Female,19-30,Sports/exercise,Cola-Coka
5956,125987,Female,19-30,Sports/exercise,Cola-Coka
5957,125988,Male,19-30,Studying/working late,Gangster
5958,125989,Female,19-30,Driving/commuting,Bepsi
5959,125990,Male,19-30,Sports/exercise,CodeX
5960,125991,Male,19-30,Studying/working late,Bepsi
5961,125992,Male,19-30,Social outings/parties,CodeX
5962,125993,Female,31-45,Sports/exercise,Cola-Coka
5963,125994,Male,19-30,Sports/exercise,Others
5964,125995,Male,31-45,Studying/working late,Gangster
5965,125996,Female,19-30,Sports/exercise,Bepsi
5966,125997,Male,15-18,Sports/exercise,CodeX
5967,125998,Male,19-30,Sports/exercise,Sky 9
5968,125999,Male,15-18,Sports/exercise,Blue Bull
5969,126000,Male,19-30,Studying/working late,Cola-Coka
5970,126001,Male,19-30,Social outings/parties,Bepsi
5971,126002,Male,19-30,Sports/exercise,Blue Bull
5972,126003,Female,65+,Driving/commuting,Cola-Coka
5973,126004,Male,19-30,Sports/exercise,Gangster
5974,126005,Non-binary,31-45,Studying/working late,Gangster
5975,126006,Female,15-18,Sports/exercise,Bepsi
5976,126007,Female,15-18,Sports/exercise,Gangster
5977,126008,Male,19-30,Studying/working late,Bepsi
5978,126009,Male,15-18,Studying/working late,Bepsi
5979,126010,Female,19-30,Sports/exercise,Gangster
5980,126011,Non-binary,19-30,Sports/exercise,Bepsi
5981,126012,Male,15-18,Driving/commuting,Cola-Coka
5982,126013,Male,31-45,Driving/commuting,Blue Bull
5983,126014,Female,31-45,Sports/exercise,Gangster
5984,126015,Female,15-18,Sports/exercise,Bepsi
5985,126016,Female,19-30,Studying/working late,Bepsi
5986,126017,Male,19-30,Sports/exercise,Gangster
5987,126018,Non-binary,15-18,Studying/working late,Sky 9
5988,126019,Male,19-30,Other,Sky 9
5989,126020,Male,19-30,Sports/exercise,Bepsi
5990,126021,Female,19-30,Social outings/parties,CodeX
5991,126022,Female,15-18,Sports/exercise,Gangster
5992,126023,Male,31-45,Sports/exercise,Bepsi
5993,126024,Male,15-18,Studying/working late,Blue Bull
5994,126025,Male,19-30,Sports/exercise,Gangster
5995,126026,Female,19-30,Sports/exercise,Blue Bull
5996,126027,Female,19-30,Sports/exercise,Cola-Coka
5997,126028,Male,19-30,Studying/working late,Gangster
5998,126029,Male,19-30,Sports/exercise,Cola-Coka
5999,126030,Female,31-45,Sports/exercise,Cola-Coka
6000,126031,Male,31-45,Studying/working late,Bepsi
6001,126032,Male,19-30,Studying/working late,Gangster
6002,126033,Male,31-45,Sports/exercise,Blue Bull
6003,126034,Female,19-30,Social outings/parties,Cola-Coka
6004,126035,Male,19-30,Sports/exercise,Cola-Coka
6005,126036,Male,19-30,Social outings/parties,Blue Bull
6006,126037,Female,19-30,Sports/exercise,Sky 9
6007,126038,Male,19-30,Sports/exercise,Bepsi
6008,126039,Male,15-18,Social outings/parties,Blue Bull
6009,126040,Male,31-45,Sports/exercise,Cola-Coka
6010,126041,Female,31-45,Studying/working late,Gangster
6011,126042,Female,15-18,Driving/commuting,Cola-Coka
6012,126043,Female,31-45,Studying/working late,Gangster
6013,126044,Male,19-30,Studying/working late,Gangster
6014,126045,Non-binary,15-18,Studying/working late,Cola-Coka
6015,126046,Male,31-45,Sports/exercise,Sky 9
6016,126047,Female,19-30,Sports/exercise,Blue Bull
6017,126048,Male,15-18,Studying/working late,Bepsi
6018,126049,Male,19-30,Sports/exercise,Blue Bull
6019,126050,Male,19-30,Sports/exercise,CodeX
6020,126051,Female,19-30,Sports/exercise,Bepsi
6021,126052,Male,31-45,Studying/working late,Bepsi
6022,126053,Female,19-30,Social outings/parties,Bepsi
6023,126054,Female,19-30,Sports/exercise,CodeX
6024,126055,Male,31-45,Sports/exercise,Cola-Coka
6025,126056,Female,31-45,Social outings/parties,Bepsi
6026,126057,Female,19-30,Sports/exercise,Bepsi
6027,126058,Female,31-45,Other,Cola-Coka
6028,126059,Male,19-30,Studying/working late,Cola-Coka
6029,126060,Male,19-30,Sports/exercise,Cola-Coka
6030,126061,Male,46-65,Sports/exercise,Cola-Coka
6031,126062,Non-binary,19-30,Sports/exercise,Bepsi
6032,126063,Female,15-18,Sports/exercise,Sky 9
6033,126064,Male,19-30,Sports/exercise,Bepsi
6034,126065,Male,19-30,Social outings/parties,Gangster
6035,126066,Male,19-30,Sports/exercise,Cola-Coka
6036,126067,Male,19-30,Sports/exercise,Gangster
6037,126068,Male,15-18,Sports/exercise,Bepsi
6038,126069,Male,19-30,Studying/working late,Gangster
6039,126070,Female,15-18,Social outings/parties,Others
6040,126071,Male,19-30,Studying/working late,Sky 9
6041,126072,Male,15-18,Driving/commuting,Bepsi
6042,126073,Male,19-30,Social outings/parties,Gangster
6043,126074,Male,19-30,Sports/exercise,Bepsi
6044,126075,Male,19-30,Driving/commuting,Bepsi
6045,126076,Male,19-30,Social outings/parties,CodeX
6046,126077,Male,19-30,Sports/exercise,Bepsi
6047,126078,Male,19-30,Sports/exercise,Others
6048,126079,Male,19-30,Sports/exercise,Bepsi
6049,126080,Male,19-30,Sports/exercise,Gangster
6050,126081,Female,19-30,Other,CodeX
6051,126082,Female,19-30,Social outings/parties,Blue Bull
6052,126083,Female,46-65,Sports/exercise,Blue Bull
6053,126084,Male,19-30,Sports/exercise,Bepsi
6054,126085,Female,19-30,Driving/commuting,Gangster
6055,126086,Male,19-30,Social outings/parties,Bepsi
6056,126087,Male,15-18,Sports/exercise,CodeX
6057,126088,Male,19-30,Other,CodeX
6058,126089,Female,19-30,Studying/working late,Gangster
6059,126090,Male,19-30,Studying/working late,Bepsi
6060,126091,Male,19-30,Social outings/parties,Sky 9
6061,126092,Male,19-30,Other,Gangster
6062,126093,Male,65+,Sports/exercise,Bepsi
6063,126094,Female,31-45,Sports/exercise,Blue Bull
6064,126095,Male,15-18,Studying/working late,Others
6065,126096,Female,19-30,Social outings/parties,Sky 9
6066,126097,Male,31-45,Studying/working late,Cola-Coka
6067,126098,Male,19-30,Sports/exercise,CodeX
6068,126099,Female,15-18,Sports/exercise,Cola-Coka
6069,126100,Female,31-45,Studying/working late,Bepsi
6070,126101,Female,31-45,Sports/exercise,Bepsi
6071,126102,Female,65+,Driving/commuting,Cola-Coka
6072,126103,Male,19-30,Sports/exercise,Sky 9
6073,126104,Male,19-30,Sports/exercise,Sky 9
6074,126105,Male,31-45,Studying/working late,Cola-Coka
6075,126106,Male,19-30,Studying/working late,Cola-Coka
6076,126107,Male,31-45,Sports/exercise,Cola-Coka
6077,126108,Female,19-30,Studying/working late,Cola-Coka
6078,126109,Female,19-30,Driving/commuting,Cola-Coka
6079,126110,Female,15-18,Sports/exercise,Cola-Coka
6080,126111,Male,19-30,Driving/commuting,Gangster
6081,126112,Male,19-30,Studying/working late,Others
6082,126113,Male,31-45,Studying/working late,Gangster
6083,126114,Male,46-65,Sports/exercise,Gangster
6084,126115,Female,19-30,Sports/exercise,Bepsi
6085,126116,Non-binary,15-18,Studying/working late,Sky 9
6086,126117,Male,19-30,Studying/working late,Sky 9
6087,126118,Female,31-45,Studying/working late,Bepsi
6088,126119,Male,19-30,Studying/working late,Cola-Coka
6089,126120,Female,19-30,Sports/exercise,Others
6090,126121,Male,19-30,Social outings/parties,Sky 9
6091,126122,Male,46-65,Social outings/parties,Others
6092,126123,Male,19-30,Studying/working late,Sky 9
6093,126124,Non-binary,19-30,Sports/exercise,Sky 9
6094,126125,Male,31-45,Sports/exercise,Bepsi
6095,126126,Female,31-45,Sports/exercise,Sky 9
6096,126127,Male,31-45,Other,Cola-Coka
6097,126128,Male,19-30,Social outings/parties,Gangster
6098,126129,Female,15-18,Social outings/parties,Cola-Coka
6099,126130,Male,31-45,Sports/exercise,Bepsi
6100,126131,Male,19-30,Social outings/parties,CodeX
6101,126132,Female,31-45,Social outings/parties,Gangster
6102,126133,Female,19-30,Sports/exercise,Sky 9
6103,126134,Male,31-45,Sports/exercise,Blue Bull
6104,126135,Female,19-30,Sports/exercise,Gangster
6105,126136,Male,19-30,Studying/working late,Bepsi
6106,126137,Female,19-30,Studying/working late,Cola-Coka
6107,126138,Male,15-18,Social outings/parties,Bepsi
6108,126139,Male,15-18,Social outings/parties,Gangster
6109,126140,Male,19-30,Other,CodeX
6110,126141,Male,31-45,Studying/working late,Sky 9
6111,126142,Female,31-45,Studying/working late,CodeX
6112,126143,Male,15-18,Sports/exercise,Sky 9
6113,126144,Male,15-18,Social outings/parties,Blue Bull
6114,126145,Male,31-45,Sports/exercise,Cola-Coka
6115,126146,Non-binary,31-45,Sports/exercise,Cola-Coka
6116,126147,Male,19-30,Sports/exercise,Gangster
6117,126148,Male,19-30,Studying/working late,Gangster
6118,126149,Male,15-18,Studying/working late,CodeX
6119,126150,Female,19-30,Studying/working late,CodeX
6120,126151,Male,31-45,Sports/exercise,Bepsi
6121,126152,Female,31-45,Studying/working late,CodeX
6122,126153,Male,31-45,Social outings/parties,Gangster
6123,126154,Male,19-30,Studying/working late,Blue Bull
6124,126155,Male,19-30,Sports/exercise,Bepsi
6125,126156,Male,19-30,Sports/exercise,Bepsi
6126,126157,Female,31-45,Sports/exercise,CodeX
6127,126158,Male,19-30,Sports/exercise,Cola-Coka
6128,126159,Male,19-30,Sports/exercise,Cola-Coka
6129,126160,Female,19-30,Studying/working late,Gangster
6130,126161,Male,15-18,Studying/working late,Cola-Coka
6131,126162,Male,19-30,Other,CodeX
6132,126163,Male,19-30,Driving/commuting,Blue Bull
6133,126164,Female,19-30,Sports/exercise,Sky 9
6134,126165,Male,46-65,Sports/exercise,Cola-Coka
6135,126166,Female,19-30,Sports/exercise,Bepsi
