,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
6396,6396,6396,129211,Male,19-30,Cola-Coka,Online ads,Daily
6397,6397,6397,129212,Male,65+,Sky 9,Online ads,Rarely
6398,6398,6398,129213,Female,19-30,CodeX,Other,2-3 times a week
6399,6399,6399,129216,Female,31-45,Bepsi,Online ads,2-3 times a week
6400,6400,6400,129217,Male,19-30,Bepsi,TV commercials,Once a week
6401,6401,6401,129218,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
6402,6402,6402,129222,Female,19-30,Gangster,Online ads,Rarely
6403,6403,6403,129225,Female,31-45,Gangster,Outdoor billboards,Rarely
6404,6404,6404,129227,Female,31-45,Gangster,Print media,2-3 times a month
6405,6405,6405,129229,Male,19-30,Gangster,Online ads,2-3 times a month
6406,6406,6406,129231,Male,15-18,Bepsi,Online ads,2-3 times a week
6407,6407,6407,129232,Female,19-30,Gangster,Other,Rarely
6408,6408,6408,129234,Female,46-65,Others,Online ads,Rarely
6409,6409,6409,129235,Non-binary,31-45,Cola-Coka,TV commercials,2-3 times a week
6410,6410,6410,129238,Female,15-18,Gangster,Print media,Once a week
6411,6411,6411,129239,Male,15-18,Gangster,Other,Daily
6412,6412,6412,129241,Male,19-30,Cola-Coka,Other,2-3 times a month
6413,6413,6413,129243,Male,31-45,Blue Bull,TV commercials,Rarely
6414,6414,6414,129244,Male,15-18,Gangster,Print media,Rarely
6415,6415,6415,129245,Female,19-30,Cola-Coka,Online ads,2-3 times a month
6416,6416,6416,129248,Female,19-30,Cola-Coka,Outdoor billboards,2-3 times a week
6417,6417,6417,129249,Male,19-30,CodeX,TV commercials,2-3 times a week
6418,6418,6418,129253,Female,19-30,Cola-Coka,Online ads,Daily
6419,6419,6419,129255,Male,19-30,Sky 9,TV commercials,2-3 times a week
6420,6420,6420,129256,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
6421,6421,6421,129257,Male,19-30,Cola-Coka,Online ads,Rarely
6422,6422,6422,129258,Female,19-30,Others,TV commercials,Daily
6423,6423,6423,129259,Male,15-18,Cola-Coka,Outdoor billboards,2-3 times a week
6424,6424,6424,129261,Male,31-45,Others,Online ads,Daily
6425,6425,6425,129262,Male,15-18,Gangster,TV commercials,2-3 times a month
6426,6426,6426,129263,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
6427,6427,6427,129264,Non-binary,15-18,Gangster,TV commercials,2-3 times a week
6428,6428,6428,129265,Male,15-18,Blue Bull,Print media,2-3 times a week
6429,6429,6429,129268,Male,31-45,Gangster,Outdoor billboards,2-3 times a month
6430,6430,6430,129269,Male,31-45,Gangster,Online ads,2-3 times a month
6431,6431,6431,129271,Female,46-65,Bepsi,Other,Daily
6432,6432,6432,129272,Female,19-30,Bepsi,Outdoor billboards,2-3 times a week
6433,6433,6433,129275,Male,31-45,Blue Bull,Print media,2-3 times a week
6434,6434,6434,129276,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6435,6435,6435,129277,Male,19-30,CodeX,Outdoor billboards,2-3 times a week
6436,6436,6436,129280,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6437,6437,6437,129284,Male,31-45,Bepsi,Online ads,Once a week
6438,6438,6438,129285,Male,15-18,Bepsi,Online ads,2-3 times a week
6439,6439,6439,129286,Female,19-30,Sky 9,Print media,Once a week
6440,6440,6440,129289,Female,19-30,Cola-Coka,Online ads,2-3 times a week
6441,6441,6441,129290,Female,15-18,Cola-Coka,TV commercials,2-3 times a month
6442,6442,6442,129292,Female,19-30,Bepsi,Online ads,2-3 times a week
6443,6443,6443,129295,Male,19-30,Bepsi,Outdoor billboards,2-3 times a week
6444,6444,6444,129296,Female,15-18,Sky 9,Online ads,Daily
6445,6445,6445,129299,Male,15-18,Cola-Coka,Online ads,2-3 times a week
6446,6446,6446,129300,Male,19-30,Bepsi,Online ads,2-3 times a week
6447,6447,6447,129301,Male,15-18,Bepsi,Online ads,Once a week
6448,6448,6448,129304,Male,31-45,CodeX,Online ads,2-3 times a week
6449,6449,6449,129305,Female,31-45,Others,Online ads,Rarely
6450,6450,6450,129309,Female,19-30,Cola-Coka,TV commercials,Once a week
6451,6451,6451,129310,Male,65+,Cola-Coka,TV commercials,2-3 times a week
6452,6452,6452,129311,Male,19-30,Gangster,Online ads,Daily
6453,6453,6453,129312,Male,31-45,Blue Bull,Online ads,Daily
6454,6454,6454,129314,Male,31-45,CodeX,Print media,2-3 times a month
6455,6455,6455,129316,Female,46-65,Cola-Coka,Outdoor billboards,Once a week
6456,6456,6456,129317,Male,31-45,Blue Bull,Outdoor billboards,2-3 times a month
6457,6457,6457,129318,Female,31-45,CodeX,TV commercials,Daily
6458,6458,6458,129322,Male,46-65,Cola-Coka,Outdoor billboards,Rarely
6459,6459,6459,129324,Male,19-30,Cola-Coka,TV commercials,Rarely
6460,6460,6460,129326,Female,31-45,Gangster,TV commercials,2-3 times a week
6461,6461,6461,129327,Male,19-30,Cola-Coka,Other,Rarely
6462,6462,6462,129328,Male,15-18,Gangster,Online ads,2-3 times a week
6463,6463,6463,129332,Non-binary,19-30,Blue Bull,Other,2-3 times a month
6464,6464,6464,129333,Male,19-30,Blue Bull,Online ads,Once a week
6465,6465,6465,129334,Male,46-65,Blue Bull,Outdoor billboards,Daily
6466,6466,6466,129337,Male,31-45,CodeX,Online ads,2-3 times a month
6467,6467,6467,129338,Female,31-45,CodeX,TV commercials,2-3 times a month
6468,6468,6468,129339,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
6469,6469,6469,129342,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6470,6470,6470,129343,Male,31-45,Bepsi,Other,Rarely
6471,6471,6471,129345,Female,19-30,Sky 9,Online ads,2-3 times a month
6472,6472,6472,129346,Female,15-18,Bepsi,TV commercials,2-3 times a week
6473,6473,6473,129349,Male,19-30,Cola-Coka,Online ads,Rarely
6474,6474,6474,129350,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
6475,6475,6475,129352,Male,46-65,Blue Bull,Outdoor billboards,2-3 times a week
6476,6476,6476,129353,Male,19-30,Others,Online ads,Daily
6477,6477,6477,129354,Male,31-45,Sky 9,TV commercials,2-3 times a week
6478,6478,6478,129355,Male,19-30,Bepsi,TV commercials,2-3 times a week
6479,6479,6479,129357,Non-binary,31-45,Bepsi,TV commercials,Daily
6480,6480,6480,129358,Male,15-18,Others,TV commercials,Rarely
6481,6481,6481,129360,Female,19-30,Bepsi,TV commercials,2-3 times a month
6482,6482,6482,129362,Male,19-30,Cola-Coka,Online ads,Once a week
6483,6483,6483,129363,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a week
6484,6484,6484,129364,Male,65+,Sky 9,Outdoor billboards,Once a week
6485,6485,6485,129366,Non-binary,19-30,Bepsi,Other,Once a week
6486,6486,6486,129367,Male,19-30,Blue Bull,Outdoor billboards,Daily
6487,6487,6487,129368,Male,31-45,Cola-Coka,Online ads,Once a week
6488,6488,6488,129370,Male,19-30,Bepsi,Online ads,Rarely
6489,6489,6489,129371,Male,31-45,Sky 9,Outdoor billboards,Daily
6490,6490,6490,129372,Non-binary,19-30,Blue Bull,TV commercials,Rarely
6491,6491,6491,129374,Male,31-45,Bepsi,Online ads,Rarely
6492,6492,6492,129375,Female,19-30,Cola-Coka,TV commercials,Rarely
6493,6493,6493,129378,Male,19-30,Bepsi,Online ads,Rarely
6494,6494,6494,129379,Female,15-18,Cola-Coka,TV commercials,2-3 times a week
6495,6495,6495,129380,Male,19-30,Gangster,Online ads,2-3 times a week
6496,6496,6496,129386,Female,15-18,Others,Online ads,Rarely
6497,6497,6497,129387,Female,31-45,Bepsi,TV commercials,2-3 times a week
6498,6498,6498,129388,Female,31-45,Sky 9,Print media,Once a week
6499,6499,6499,129390,Male,19-30,Bepsi,TV commercials,2-3 times a week
6500,6500,6500,129393,Male,19-30,Sky 9,Online ads,Once a week
6501,6501,6501,129395,Male,46-65,Blue Bull,TV commercials,2-3 times a week
6502,6502,6502,129396,Male,19-30,Blue Bull,Outdoor billboards,2-3 times a week
6503,6503,6503,129397,Male,19-30,Bepsi,Outdoor billboards,Once a week
6504,6504,6504,129400,Male,19-30,Blue Bull,Online ads,2-3 times a month
6505,6505,6505,129401,Male,19-30,Bepsi,Other,Once a week
6506,6506,6506,129402,Male,31-45,Sky 9,Online ads,2-3 times a month
6507,6507,6507,129403,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
6508,6508,6508,129404,Female,19-30,Cola-Coka,Other,2-3 times a week
6509,6509,6509,129405,Female,15-18,Sky 9,Online ads,Rarely
6510,6510,6510,129406,Male,31-45,Gangster,Online ads,Daily
6511,6511,6511,129407,Female,31-45,Blue Bull,Other,Daily
6512,6512,6512,129408,Male,19-30,Bepsi,Online ads,2-3 times a month
6513,6513,6513,129409,Female,19-30,CodeX,Print media,2-3 times a week
6514,6514,6514,129411,Female,65+,Gangster,Other,2-3 times a month
6515,6515,6515,129412,Male,19-30,Blue Bull,Online ads,Once a week
6516,6516,6516,129413,Female,31-45,Sky 9,Outdoor billboards,Once a week
6517,6517,6517,129414,Male,19-30,Others,TV commercials,2-3 times a week
6518,6518,6518,129419,Female,15-18,Blue Bull,Online ads,Once a week
6519,6519,6519,129420,Male,15-18,Gangster,TV commercials,2-3 times a week
6520,6520,6520,129421,Female,19-30,Gangster,Print media,2-3 times a week
6521,6521,6521,129423,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
6522,6522,6522,129424,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
6523,6523,6523,129427,Male,19-30,Blue Bull,Online ads,Rarely
6524,6524,6524,129428,Male,19-30,Bepsi,Print media,2-3 times a month
6525,6525,6525,129431,Male,15-18,Gangster,Online ads,2-3 times a week
6526,6526,6526,129432,Male,19-30,Blue Bull,Print media,Daily
6527,6527,6527,129433,Male,31-45,CodeX,Print media,Daily
6528,6528,6528,129434,Male,15-18,Sky 9,Online ads,Rarely
6529,6529,6529,129436,Male,19-30,Gangster,Online ads,2-3 times a month
6530,6530,6530,129438,Female,31-45,Others,Print media,Rarely
6531,6531,6531,129440,Male,19-30,Bepsi,Other,Once a week
6532,6532,6532,129442,Male,19-30,Blue Bull,Outdoor billboards,Once a week
6533,6533,6533,129443,Female,46-65,Blue Bull,Print media,2-3 times a week
6534,6534,6534,129444,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6535,6535,6535,129445,Male,19-30,CodeX,TV commercials,2-3 times a week
6536,6536,6536,129446,Female,19-30,Cola-Coka,Other,2-3 times a week
6537,6537,6537,129450,Male,19-30,Bepsi,Print media,2-3 times a week
6538,6538,6538,129451,Male,15-18,Gangster,Print media,Rarely
6539,6539,6539,129452,Male,19-30,CodeX,Print media,Daily
6540,6540,6540,129454,Female,19-30,Blue Bull,Online ads,Rarely
6541,6541,6541,129458,Non-binary,15-18,Others,Online ads,2-3 times a week
6542,6542,6542,129459,Male,19-30,Cola-Coka,Online ads,Rarely
6543,6543,6543,129461,Male,15-18,Others,Print media,2-3 times a week
6544,6544,6544,129462,Male,19-30,Cola-Coka,Online ads,Once a week
6545,6545,6545,129463,Female,19-30,Bepsi,Online ads,Daily
6546,6546,6546,129464,Female,31-45,Bepsi,Online ads,2-3 times a week
6547,6547,6547,129469,Female,65+,Cola-Coka,TV commercials,Rarely
6548,6548,6548,129471,Non-binary,46-65,Gangster,Print media,2-3 times a week
6549,6549,6549,129473,Male,19-30,Gangster,TV commercials,Once a week
6550,6550,6550,129478,Male,19-30,Gangster,Online ads,Daily
6551,6551,6551,129479,Male,19-30,Sky 9,Online ads,Rarely
6552,6552,6552,129480,Female,31-45,CodeX,Print media,Rarely
6553,6553,6553,129481,Female,31-45,CodeX,Other,Daily
6554,6554,6554,129482,Male,19-30,Blue Bull,TV commercials,2-3 times a week
6555,6555,6555,129486,Male,19-30,Blue Bull,Outdoor billboards,2-3 times a week
6556,6556,6556,129488,Female,31-45,Bepsi,TV commercials,2-3 times a week
6557,6557,6557,129490,Female,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
6558,6558,6558,129491,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6559,6559,6559,129495,Female,19-30,CodeX,Online ads,Rarely
6560,6560,6560,129497,Male,15-18,Gangster,Online ads,2-3 times a week
6561,6561,6561,129503,Female,19-30,Blue Bull,Online ads,2-3 times a week
6562,6562,6562,129509,Male,19-30,Gangster,Other,Rarely
6563,6563,6563,129510,Male,31-45,Bepsi,Print media,Rarely
6564,6564,6564,129512,Female,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
6565,6565,6565,129513,Male,19-30,Cola-Coka,Other,2-3 times a month
6566,6566,6566,129514,Male,19-30,Bepsi,Online ads,2-3 times a week
6567,6567,6567,129515,Female,19-30,CodeX,Online ads,2-3 times a month
6568,6568,6568,129521,Male,19-30,CodeX,Online ads,Once a week
6569,6569,6569,129522,Female,19-30,Bepsi,Online ads,2-3 times a month
6570,6570,6570,129523,Male,31-45,Bepsi,Print media,2-3 times a week
6571,6571,6571,129524,Female,46-65,Cola-Coka,Print media,Once a week
6572,6572,6572,129525,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6573,6573,6573,129527,Female,19-30,Blue Bull,Print media,2-3 times a week
6574,6574,6574,129529,Female,46-65,Bepsi,Online ads,Once a week
6575,6575,6575,129530,Non-binary,19-30,Cola-Coka,Online ads,2-3 times a month
6576,6576,6576,129531,Female,19-30,Gangster,Online ads,2-3 times a week
6577,6577,6577,129536,Male,19-30,Cola-Coka,Outdoor billboards,Rarely
6578,6578,6578,129543,Female,19-30,Sky 9,Other,Once a week
6579,6579,6579,129544,Male,15-18,Bepsi,Other,Rarely
6580,6580,6580,129545,Male,19-30,Blue Bull,Online ads,Daily
6581,6581,6581,129549,Male,31-45,Gangster,Online ads,Once a week
6582,6582,6582,129550,Female,31-45,Cola-Coka,Print media,2-3 times a week
6583,6583,6583,129551,Male,19-30,CodeX,Online ads,2-3 times a month
6584,6584,6584,129552,Female,19-30,Cola-Coka,Online ads,Rarely
6585,6585,6585,129553,Male,19-30,CodeX,TV commercials,Daily
6586,6586,6586,129554,Male,19-30,Sky 9,Outdoor billboards,Daily
6587,6587,6587,129557,Male,15-18,Gangster,Online ads,2-3 times a week
6588,6588,6588,129558,Female,46-65,Sky 9,TV commercials,2-3 times a week
6589,6589,6589,129559,Male,19-30,Bepsi,Outdoor billboards,2-3 times a week
6590,6590,6590,129560,Male,19-30,Bepsi,Online ads,2-3 times a month
6591,6591,6591,129561,Female,31-45,Blue Bull,Online ads,2-3 times a month
6592,6592,6592,129562,Non-binary,19-30,Cola-Coka,Other,2-3 times a month
6593,6593,6593,129563,Female,19-30,Gangster,TV commercials,Rarely
6594,6594,6594,129564,Male,31-45,CodeX,Online ads,2-3 times a month
6595,6595,6595,129567,Male,19-30,Sky 9,Online ads,Rarely
6596,6596,6596,129569,Male,19-30,Others,TV commercials,Rarely
6597,6597,6597,129570,Female,19-30,CodeX,Print media,Rarely
6598,6598,6598,129573,Male,19-30,Others,Online ads,2-3 times a week
6599,6599,6599,129574,Female,19-30,Bepsi,TV commercials,2-3 times a week
6600,6600,6600,129575,Male,19-30,Cola-Coka,Print media,Rarely
6601,6601,6601,129577,Female,19-30,Bepsi,Online ads,2-3 times a month
6602,6602,6602,129578,Male,19-30,Gangster,TV commercials,Daily
6603,6603,6603,129579,Male,31-45,Gangster,Outdoor billboards,2-3 times a week
6604,6604,6604,129580,Female,15-18,Bepsi,Online ads,2-3 times a week
6605,6605,6605,129581,Male,19-30,Gangster,Outdoor billboards,Daily
6606,6606,6606,129585,Female,19-30,CodeX,TV commercials,Rarely
6607,6607,6607,129589,Male,31-45,Cola-Coka,Other,2-3 times a month
6608,6608,6608,129591,Female,19-30,Cola-Coka,TV commercials,2-3 times a month
6609,6609,6609,129592,Female,31-45,Bepsi,TV commercials,2-3 times a week
6610,6610,6610,129594,Male,19-30,Gangster,Online ads,Daily
6611,6611,6611,129595,Male,31-45,Sky 9,Outdoor billboards,Once a week
6612,6612,6612,129599,Female,19-30,Bepsi,Outdoor billboards,Once a week
6613,6613,6613,129600,Male,31-45,Gangster,Online ads,2-3 times a month
6614,6614,6614,129602,Male,31-45,Cola-Coka,Outdoor billboards,Daily
6615,6615,6615,129604,Female,19-30,Cola-Coka,Online ads,Rarely
6616,6616,6616,129605,Male,15-18,Bepsi,Online ads,Rarely
6617,6617,6617,129607,Male,31-45,Gangster,Other,2-3 times a month
6618,6618,6618,129610,Female,31-45,Gangster,TV commercials,2-3 times a month
6619,6619,6619,129611,Male,31-45,Bepsi,Online ads,Rarely
6620,6620,6620,129612,Male,19-30,Cola-Coka,Online ads,Rarely
6621,6621,6621,129614,Male,31-45,Cola-Coka,Other,Rarely
6622,6622,6622,129616,Female,19-30,CodeX,Online ads,2-3 times a week
6623,6623,6623,129617,Male,19-30,Others,Online ads,Once a week
6624,6624,6624,129618,Male,19-30,Bepsi,Other,2-3 times a week
6625,6625,6625,129621,Female,19-30,Cola-Coka,Other,2-3 times a week
6626,6626,6626,129622,Male,15-18,Gangster,Online ads,2-3 times a week
6627,6627,6627,129627,Male,31-45,Gangster,TV commercials,2-3 times a month
6628,6628,6628,129629,Female,19-30,Blue Bull,TV commercials,Daily
6629,6629,6629,129632,Female,19-30,Blue Bull,Outdoor billboards,2-3 times a week
6630,6630,6630,129635,Male,19-30,Blue Bull,Online ads,Once a week
6631,6631,6631,129637,Male,31-45,Gangster,Outdoor billboards,2-3 times a week
6632,6632,6632,129638,Male,15-18,Others,Online ads,2-3 times a week
6633,6633,6633,129639,Female,31-45,Bepsi,Print media,2-3 times a week
6634,6634,6634,129641,Female,15-18,Gangster,Online ads,2-3 times a week
6635,6635,6635,129642,Male,19-30,Gangster,Online ads,Rarely
6636,6636,6636,129644,Male,19-30,Blue Bull,TV commercials,2-3 times a week
6637,6637,6637,129646,Female,15-18,CodeX,Online ads,Rarely
6638,6638,6638,129649,Female,31-45,Bepsi,Print media,Rarely
6639,6639,6639,129652,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
6640,6640,6640,129654,Non-binary,19-30,Gangster,TV commercials,2-3 times a week
6641,6641,6641,129656,Female,31-45,Blue Bull,Online ads,2-3 times a month
6642,6642,6642,129657,Female,15-18,Gangster,Print media,2-3 times a month
6643,6643,6643,129661,Male,31-45,CodeX,Outdoor billboards,2-3 times a week
6644,6644,6644,129664,Male,19-30,Gangster,TV commercials,Daily
6645,6645,6645,129667,Non-binary,15-18,Gangster,Online ads,Once a week
6646,6646,6646,129670,Female,19-30,Bepsi,Online ads,2-3 times a week
6647,6647,6647,129671,Male,31-45,Cola-Coka,TV commercials,2-3 times a month
6648,6648,6648,129672,Female,15-18,Gangster,TV commercials,2-3 times a week
6649,6649,6649,129673,Male,31-45,Bepsi,Other,2-3 times a week
6650,6650,6650,129674,Male,19-30,Cola-Coka,Online ads,Once a week
6651,6651,6651,129675,Male,19-30,Cola-Coka,Online ads,Daily
6652,6652,6652,129677,Male,31-45,Cola-Coka,Online ads,Once a week
6653,6653,6653,129679,Male,19-30,Sky 9,Print media,Daily
6654,6654,6654,129681,Female,15-18,Blue Bull,Online ads,Rarely
6655,6655,6655,129682,Male,31-45,Blue Bull,Outdoor billboards,2-3 times a month
6656,6656,6656,129683,Male,19-30,CodeX,Online ads,2-3 times a week
6657,6657,6657,129684,Male,19-30,Sky 9,Other,Daily
6658,6658,6658,129685,Male,19-30,CodeX,Online ads,2-3 times a week
6659,6659,6659,129686,Female,19-30,Blue Bull,Online ads,Daily
6660,6660,6660,129687,Male,65+,Gangster,TV commercials,Once a week
6661,6661,6661,129690,Male,15-18,Gangster,TV commercials,Once a week
6662,6662,6662,129692,Female,19-30,Bepsi,Online ads,2-3 times a week
6663,6663,6663,129693,Male,15-18,Cola-Coka,Online ads,Rarely
6664,6664,6664,129694,Male,19-30,Sky 9,Online ads,Once a week
6665,6665,6665,129696,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6666,6666,6666,129697,Male,19-30,Gangster,Online ads,Rarely
6667,6667,6667,129698,Male,19-30,Cola-Coka,Online ads,Rarely
6668,6668,6668,129700,Male,19-30,Sky 9,Online ads,Rarely
6669,6669,6669,129703,Male,19-30,Cola-Coka,TV commercials,Once a week
6670,6670,6670,129705,Male,31-45,Blue Bull,TV commercials,Rarely
6671,6671,6671,129707,Male,31-45,Bepsi,Online ads,2-3 times a month
6672,6672,6672,129708,Female,19-30,Cola-Coka,Online ads,2-3 times a week
6673,6673,6673,129714,Female,19-30,CodeX,Online ads,2-3 times a month
6674,6674,6674,129715,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6675,6675,6675,129718,Male,19-30,Gangster,Online ads,2-3 times a month
6676,6676,6676,129719,Female,19-30,Blue Bull,TV commercials,Once a week
6677,6677,6677,129720,Male,31-45,Sky 9,Outdoor billboards,Once a week
6678,6678,6678,129721,Male,31-45,Bepsi,Outdoor billboards,Once a week
6679,6679,6679,129722,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
6680,6680,6680,129723,Non-binary,19-30,Gangster,TV commercials,Once a week
6681,6681,6681,129724,Male,15-18,Sky 9,Online ads,2-3 times a week
6682,6682,6682,129725,Male,31-45,Others,Other,Daily
6683,6683,6683,129726,Male,31-45,Gangster,Online ads,Once a week
6684,6684,6684,129728,Male,46-65,CodeX,TV commercials,2-3 times a week
6685,6685,6685,129729,Male,19-30,CodeX,Outdoor billboards,Rarely
6686,6686,6686,129732,Non-binary,19-30,Cola-Coka,Online ads,Rarely
6687,6687,6687,129733,Female,19-30,Gangster,Online ads,Daily
6688,6688,6688,129734,Female,19-30,Blue Bull,TV commercials,2-3 times a month
